Species,Owner,Country.of.Origin,Farm.Name,Lot.Number,Mill,ICO.Number,Company,Altitude,Region,Producer,Number.of.Bags,Bag.Weight,In.Country.Partner,Harvest.Year,Grading.Date,Owner.1,Variety,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Sweetness,Mouthfeel,Uniformity,Clean.Cup,Balance,Cupper.Points,Total.Cup.Points,Moisture,Category.One.Defects,Quakers,Color,Category.Two.Defects,Expiration,Certification.Body,Certification.Address,Certification.Contact,unit_of_measurement,altitude_low_meters,altitude_high_meters,altitude_mean_meters
Robusta,alessandro marconicchio,Brazil,FAZENDA SELVA CAFÉ,RS870/24,wet mill,002-2020-0022,Kimbo S.P.A.,200,Matas de Rondônia,Juan Travain,1,60 kg,IMPERATOR SRL - Green Trading Company,2024,"November 20th, 2024",alessandro marconicchio,CLONAL R15,Washed / Wet,,7.25,7.08,,,,,10.0,7.17,,77.5,0.106,0 full defects,0,Pale-yellow,2 full defects,,,,,,,,
Robusta,Diego José Bolaños,Peru,CEPRO YANESHA,Per117/23,CEPRO YANESHA,,eKô Kollektiv,1000,Villa Rica,CEPRO YANESHA,15,69 kg,NKG Quality Service (a division of Bernhard Rothfos Intercafé AG),2023,"July 31st, 2024",Diego José Bolaños,Robusta,Washed / Wet,,7.58,7.33,,,,,9.33,7.5,,77.33,0.106,0 full defects,3,Yellow-green,0 full defects,,,,,,,,
Robusta,Diego José Bolaños,Peru,CEPRO YANESHA,Per117/23,CEPRO YANESHA,,eKô Kollektiv,1000,Villa Rica,CEPRO YANESHA,15,69 kg,NKG Quality Service (a division of Bernhard Rothfos Intercafé AG),2024,"July 31st, 2024",Diego José Bolaños,Robusta,Washed / Wet,,7.58,7.33,,,,,9.33,7.5,,77.33,0.106,0 full defects,3,Yellow-green,0 full defects,,,,,,,,
Robusta,Benjaphorn Phumkanao,Thailand,Yanghak Coffee Ratchaburi,Special Lot,Yanghak Coffee,,Yanghak Coffee Ratchaburi,1200,"Paktor, Ratchaburi",Benjaporn Phumkanao,2,10 kg,Coffee Quality Institute,2023,"April 5th, 2024",Benjaphorn Phumkanao,,Natural / Dry,,7.0,7.0,,,,,10.0,7.33,,77.08,0.118,0 full defects,0,Pale Yellow,3 full defects,,,,,,,,
Robusta,Benjaphorn Phumkanao,Thailand,Yanghak Coffee Ratchaburi,Special Lot,Yanghak Coffee,,Yanghak Coffee Ratchaburi,1200,"Paktor, Ratchaburi",Benjaporn Phumkanao,2,10 kg,Coffee Quality Institute,2024,"April 5th, 2024",Benjaphorn Phumkanao,,Natural / Dry,,7.0,7.0,,,,,10.0,7.33,,77.08,0.118,0 full defects,0,Pale Yellow,3 full defects,,,,,,,,
Robusta,alessandro marconicchio,Brazil,CHÁCARA PARANÁ,RS869/24,DRY,002-2020-0022,Kimbo S.P.A.,232,Matas de rondonia,Poliana Perrut de lima,1,60 kg,IMPERATOR SRL - Green Trading Company,2023,"November 20th, 2024",alessandro marconicchio,Clonal R15,Natural / Dry,,7.17,7.17,,,,,10.0,7.0,,76.83,0.106,0 full defects,0,Brownish,2 full defects,,,,,,,,
Robusta,alessandro marconicchio,Brazil,CHÁCARA PARANÁ,RS869/24,DRY,002-2020-0022,Kimbo S.P.A.,232,Matas de rondonia,Poliana Perrut de lima,1,60 kg,IMPERATOR SRL - Green Trading Company,2024,"November 20th, 2024",alessandro marconicchio,Clonal R15,Natural / Dry,,7.17,7.17,,,,,10.0,7.0,,76.83,0.106,0 full defects,0,Brownish,2 full defects,,,,,,,,
Robusta,alessandro marconicchio,India,Harley Estate,India Parchment AB harley estate,wet mill,14/2629/2023/03,Kimbo S.P.A.,900-1000,Manjarabad,Harley Estate,5,60 kg,IMPERATOR SRL - Green Trading Company,2022,"November 20th, 2024",alessandro marconicchio,SNL 274,Washed / Wet,,6.67,6.83,,,,,10.0,6.92,,74.83,0.108,0 full defects,0,Pale-yellow,0 full defects,,,,,,,,
Robusta,alessandro marconicchio,India,Harley Estate,India Parchment AB harley estate,wet mill,14/2629/2023/03,Kimbo S.P.A.,900-1000,Manjarabad,Harley Estate,5,60 kg,IMPERATOR SRL - Green Trading Company,2023,"November 20th, 2024",alessandro marconicchio,SNL 274,Washed / Wet,,6.67,6.83,,,,,10.0,6.92,,74.83,0.108,0 full defects,0,Pale-yellow,0 full defects,,,,,,,,
Robusta,Alexis Rodriguez,Nicaragua,,NHOL-1128/24,,,Nestle Nespresso SA,,,,320,60 kg,NKG Quality Service (a division of Bernhard Rothfos Intercafé AG),2023,"September 10th, 2024",Alexis Rodriguez,Conilon,Natural / Dry,,6.83,7.17,,,,,9.33,7.08,,74.25,0.101,0 full defects,2,Brwonish - is natural process,2 full defects,,,,,,,,
Robusta,alessandro marconicchio,India,Kaimbatta Estate,India Kaapi Roayale A screen 17 Kodagu,wet mill,014/1616/2023/146,Kimbo S.P.A.,900,Coorg,Kaimbatta Estate,5,60 kg,IMPERATOR SRL - Green Trading Company,2022,"November 20th, 2024",alessandro marconicchio,Paradenya,Washed / Wet,,6.75,6.67,,,,,10.0,6.58,,73.92,0.093,0 full defects,0,Green,4 full defects,,,,,,,,
Robusta,alessandro marconicchio,India,Kaimbatta Estate,India Kaapi Roayale A screen 17 Kodagu,wet mill,014/1616/2023/146,Kimbo S.P.A.,900,Coorg,Kaimbatta Estate,5,60 kg,IMPERATOR SRL - Green Trading Company,2023,"November 20th, 2024",alessandro marconicchio,Paradenya,Washed / Wet,,6.75,6.67,,,,,10.0,6.58,,73.92,0.093,0 full defects,0,Green,4 full defects,,,,,,,,
